NUMERO RNA,NOM,OBJET,DATE DE RECONNAISSANCE D'UTILITE PUBLIQUE,DATE DE DERNIERE MODIFICATION STATUTAIRE,"ADRESSE
SIEGE SOCIAL",CP,VILLE
,ASSOCIATION DES ANCIENS INTERNES DES HOPITAUX DE PARIS (AAIHP),"Resserrer et perpétuer les liens qui se sont formés entre les internes et anciens internes des hôpitaux de Paris afin qu'ils se prêtent mutuellement secours et assistance, que l'association apporte une aide aux veuves et aux enfants des membres décédés, aux membres en difficulté, aux internes en activité par l'allocation d'une bourse de recherche, à l'ensemble des membres par l'édition d'un bulletin périodique ""L'internat de Paris"" et d'un ""Annuaire officiel de l'internat"", par la protection au besoin judiciaire et déontologique du titre d'Ancien interne des hôpitaux de Paris contre les usurpations ou contre l'usage de titres donnant lieu ou pouvant donner lieu à confusion, par la cogestion du Fonds de prévoyance des internes et du Fonds de prévoyance des chefs de clinique, et de tous autres statuts de même niveau qui pourraient être mis en place dans l'avenir et d'une manière générale de mettre en œuvre toute activité  non lucrative et conforme aux lois et règlements ayant pour objet de servir les intérêts moraux, amicaux et de solidarité entre les membres de l'association.",15/04/1893,30/04/2015,"17, rue du Fer à Moulin",75005,PARIS
,ASSOCIATION DES ANCIENS INTERNES ET INTERNES EN PHARMACIE DES HOPITAUX DE PARIS ET DE SA REGION (AAIIPHP),"- resserrer et perpétuer les liens de confraternité entre les Anciens internes et internes en exercice afin qu'ils se prêtent mutuellement secours et assistance,
- apporter une aide à ses membres, et éventuellement aux veuves et enfants des membres décédés,
- prendre la défense des intérêts moraux et matériels de l'Internat en pharmacie,
- encourager les Internes par la délivrance de divers prix ou subventions permettant de récompenser et/ou de poursuivre des travaux originaux dans le domaine de la recherche des sciences pharmaceutiques ou biologiques,
- organiser à l'intention des Internes en exercice et des Anciens internes des actions scientifiques ou d'information, en particulier dans les domaines de la recherche et de la formation, leur facilitant l'intégration dans la vie professionnelle,
- défendre le titre d'Ancien interne des hôpitaux de Paris et de la région Paris-Île de France,
- mettre en œuvre toute action non lucrative et conforme aux lois et règlements ayant pour objet de servir les intérêts moraux, amicaux et de solidarité entre les membres de l'association.",11/08/1953,27/01/2015,"4, avenue de l'Observatoire",75015,PARIS CEDEX 06
,"ASSOCIATION DES ANCIENS
DES GOUMS MAROCAIN ET
DES A.I EN FRANCE-LA KOUMIA","Venir en aide aux anciens des goums et des A.I. en apportant à eux et à leur famille (ascendants, veuves ou orphelins) une aide morale et matérielle. Elle s’attachera à soulager dans la mesure de ses moyens les souffrances causées par la guerre et dans ce but, s’efforcera de maintenir les liens d’amitié et de solidarité qui unissent les anciens des Goums marocains et des A.I. Elle défendra en outre leurs intérêts matériels et moraux.",26/02/1958,19/03/2007,29 avenue du Général Leclerc,92100,BOULOGNE-BILLANCOURT
,ASSOCIATION DES ARTISTES LYRIQUES DE THEATRE ANCIENS COMBATTANTS,Développer la solidarité entre les artistes lyriques de théâtre ayant combattu dans l'armée française au cours de l'une des guerres depuis 1914.,06/08/1925,28/05/1986,"96, avenue du Maine",75014,PARIS
,ASSOCIATION DES ARTISTES MUSICIENS - FONDATION TAYLOR,Allouer des secours à ceux de ses membres qui réclament son assistance.,31/05/1876,30/04/1986,"83, rue Broca",75013,PARIS
,"ASSOCIATION DES ARTISTES, PEINTRES, SCULPTEURS, ARCHITECTES, GRAVEURS ET DESSINATEURS  (FONDATION TAYLOR)",Venir en aide à ceux de ses membres qui en ont besoin et encore exceptionnellement à tous artistes âgés ou malheureux ou à la veuve et aux enfants d'un artiste mort dans le besoin.,08/08/1881,09/04/1962,"1, rue la Bruyère",75006,PARIS
W061005617,ASSOCIATION DES BEAUX-ARTS DE CANNES,Pratiquer les beaux arts et en étendre le développement parmi les artistes.,27/12/1935,,"2, rue du Barri",06400,CANNES
,ASSOCIATION DES BIBLIOTHECAIRES DE FRANCE,Resserrer les liens de confraternité entre tous ceux qui travaillent dans les bibliothèques françaises.,12/04/1969,14/09/2006,"31, rue de chabrol",75010,PARIS
,ASSOCIATION DES BRULES DE FRANCE,L'association a pour but d'apporter soutien et information aux personnes brûlées et à leur entourage,09/07/2012,,46 Quai de la Loire,75019,PARIS
,ASSOCIATION DES CENTRALIENS DE LYON,"- établir et maintenir entre tous les anciens élèves diplômés de l’École Centrale de Lyon des relations d'amitié et de solidarité et d'établir des liens privilégiés entre Anciens Élèves et Élèves (vie à l'école, parrainage, conférences...) ;
- défendre les droits de ses membres lorsque sont en jeu les intérêts généraux des Centraliens de Lyon ou de l’École ;
- assurer la défense du titre et du diplôme d'ingénieur de Centrale de Lyon et, à cet effet, d'intervenir soit sur le plan amiable, soit sur le plan contentieux, en toutes circonstances où soit ce titre, soit ce diplôme seraient mis en cause, notamment dans des conditions de nature à porter atteinte à leur prestige et à leur rayonnement ;
- promouvoir l’École et son diplôme en contribuant avec le Conseil d'Administration et la Direction de l’École à ce que les Enseignements prodigués à l’École s'adaptent en permanence aux besoins évolutifs de l économie et à ce que la qualité du recrutement des élèves demeure au niveau le plus élevé ;
- faciliter les moyens d'étendre leurs connaissances générales, culturelles, techniques et professionnelles ;
- venir en aide à ses membres, et le cas échéant, à leurs conjoints, ascendants et descendants ;
- contribuer au rayonnement de la communauté des Centraliens de Lyon.",03/08/1921,06/05/2015,"36, avenue Guy de Collongue",69130,ECULLY
,ASSOCIATION DES CENTRES CULTURELS DE RENCONTRE,"Développer, dans le respect de leur indépendance et l'affirmation de leur vocation, le rayonnement régional, international de ces centres.",09/05/1983,26/01/2011,38 rue Faubourg Saint-Jacques,75014,PARIS
,ASSOCIATION DES CENTRES MEDICO-PSYCHO-PEDAGOGIQUES (FDCMPP),"- assurer la défense des intérêts matériels et moraux des Centres Médico-Psycho-Pédagogiques (CMPP) et représenter ses adhérents auprès des pouvoirs publics et des organismes financeurs,
- inciter à la création et au développement de nouveaux CMPP et antennes, pour appliquer le principe d'égalité d'accès à des soins de qualité équivalente sur l'ensemble du territoire national,
- promouvoir la recherche et la réflexion sur les pratiques thérapeutiques et sociales, et d'en tirer les conséquences en termes d'adaptation de nos dispositifs,
- organiser et assurer la formation et le perfectionnement professionnel au moyen de stages, de journées d'étude, de colloques, de séminaires, de publications.",23/12/1963,21/12/2015,"36-40, rue de Romainville",75019,PARIS
,ASSOCIATION DES CHEMINOTS COMBATTANTS ANCIENS PRISONNIERS,"Grouper les cheminots français prisonniers de guerre de l'Allemagne et de ses alliés à partir du 02.09.1939 en vue de développer les liens d'ordre social et moral nés dans les camps de prisonniers,  défendre  leurs intérêts.",29/05/1958,10/05/1977,"7, rue du Chateau Landon",75010,PARIS
,"ASSOCIATION DES CHIMISTES, INGENIEURS ET CADRES DES INDUSTRIES AGRICOLES ET ALIMENTAIRES (ACIA)",Réunir les personnes impliquées dans les industries alimentaires ou agricoles en vue de favoriser ces industries.,07/08/1896,02/12/1966,"7, rue Lamennais",75008,PARIS
,ASSOCIATION DES CLAIREUSES ET ECLAIREURS DE FRANCE,"Former la jeunesse au triple point de vue moral, physique et pratique.",06/08/1925,24/03/1997,"12, place Georges Pompidou",93167,NOISY-LE-GRAND CEDEX
,ASSOCIATION DES COLONIES DE VACANCES DE CLERMONT-FERRAND,"Création, organisation et entretien de colonies de vacances à l'intention des enfants (garçons ou filles) que les parents ou tuteurs voudront bien confier aux dites colonies.",18/07/1938,10/02/1981,rue Lacépède,63000,CLERMONT-FERRAND
,ASSOCIATION DES COMEDIENS COMBATTANTS,Resserrer les liens de bonne confraternité et de solidarité entre tous les comédiens ayant combattu effectivement pendant la guerre 1914-1918.,22/11/1925,26/03/1981,"81, rue de Rome",75007,PARIS
,ASSOCIATION DES CONCERTS PASDELOUP,"Promouvoir la musique symphonique par l'organisation de concerts à Paris, en province ou à l'étranger.",30/04/1996,,"252, faubourg Saint-Honoré",75008,PARIS
,ASSOCIATION DES CRECHES DE LA VILLE D'ANGERS,"S'occuper des enfants de la classe ouvrière, âgés de 13  jours à 3 ans.",25/04/1924,,"4, Impasse Saint-Julien",49000,ANGERS
,ASSOCIATION DES DAMES DU CALVAIRE,Hospitaliser et soigner gratuitement les femmes pauvres atteintes de cancer avec plaies extérieures nécessitant des pansements  et qui ne peuvent être conservées dans les hôpitaux.,16/04/1923,22/12/1977,106 avenue Emile Zola,75015,PARIS
W332012760,ASSOCIATION DES DAMES DU CALVAIRE DE BORDEAUX,Hospitaliser et  soigner les pauvres malades atteintes de cancer ou de plaies extérieures nécessitant des pansements et qui ne peuvent être conservées dans les hôpitaux.,24/05/1948,,"30, rue Kléber",33200,BORDEAUX-CAUDERAN
W3810172546,ASSOCIATION DES DIPLOMES ET ELEVES DE L'IPG DE GRENOBLE (GROUPE GENOBLE INP ou GRENOBLE INP) dite  LA HOUILLE BLANCHE DE GRENOBLE,"Participer au rayonnement à travers le monde et de favoriser l’action des ingénieurs et des scientifiques fançais, en particulier ceux de Grenoble INP, notamment en s’appuyant sur la notoriété de ses grands anciens ; Affirmer et maintenir l’sprit de camaraderie et de solidarité entre ses membres ; Plus généralement contribuer à la qualité de la formation en France des ingénieurs et des scientifiques et à la valorisation de leurs diplômes ; Participer à une meilleure diffusion de ce qu’apportent les progrès technologiques ; promouvoir les métiers d’ingénieurs et de scientifiques ; promouvoir l’esprit de recherche et d’innovation ; faire entendre la voix des ingénieurs et des scientifiques.",30/06/1926,04/10/2013,"730, rue de la Piscine
BP 153",38404,ST MARTIN D’HERES CEDEX
,ASSOCIATION DES DIPLOMES HEC DITE HEC ALUMNI,"Créer et entretenir avec les anciens élèves des relations amicales , venir en aide aux sociétaires.",10/01/1900,26/11/2018,9 avenue Franklin Roosevelt,75008,PARIS
,ASSOCIATION DES DOCTEURS INGENIEURS DE FRANCE,"Établir et  maintenir des liens de solidarité entre les membres de l'association,  contribuer à développer les connaissances scientifiques et techniques de ses membres.",13/03/1961,25/06/1970,"38, bis, rue Fabert",75014,PARIS
W191002657,ASSOCIATION DES DONNEURS DE VOIX,Animation et gestion d'œuvres sociales destinées à rompre l'isolement des personnes atteintes de troubles visuels ou d'un trouble médicalement attesté les empêchant d'avoir un accès normal à la lecture.,28/10/1977,29/02/2016,25 rue Fresnel - BP 10034,19001,BRIVE-LA-GAILLARDE
,ASSOCIATION DES ELEVES ET ANCIENNES ELEVES DU COLLEGE SEVIGNE,"Maintenir des relations cordiales entre les personnes élevées au collège, leur permettre de se prêter une aide mutuelle matérielle et morale, contribuer aux progrès de l'enseignement et à la prospérité du collège, travailler ensemble  à des œuvres d'assistance.",24/04/1923,,28 rue Pierre Nicole,75010,PARIS
,"ASSOCIATION DES ELEVES ET ANCIENS ELEVES DES ECOLES NATIONALES SUPERIEURES DES BEAUX ARTS, D’ARCHITECTURE ET D’ARTS», DITE ""GRANDE MASSE DES BEAUX-ARTS""","Établir et entretenir un lien de solidarité entre ses membres et de soutenir leurs intérêts, créer ou développer tous services et organismes propres à améliorer, moralement et matériellement, leurs situation, de prendre toutes initiatives en vue de maintenir et de renforcer le renom de la profession d'architecte ainsi que des diverses professions relatives à l'exercice des arts plastiques et de participer éventuellement à leur protection et à leur défense.",12/01/1932,03/12/2015,"247, rue Saint Jacques",75005,PARIS
,ASSOCIATION DES ETUDIANTS PROTESTANTS DE PARIS,"Réunir les étudiants protestants de Paris dans l'intérêt de leurs études, d'établir entre eux des liens de solidarité et de fraternité, de contribuer à leur développement commun au point de vue intellectuel moral, physique et religieux.",11/04/1923,07/04/1959,"4, rue Titon",75011,PARIS
W131010208,ASSOCIATION DES EXCURSIONNISTES PROVENCAUX,"Faciliter la connaissance et la protection des beautés naturelles et artistiques, surtout des départements de la région provençale  et maintenir la protection des sources et des forêts.",05/01/1965,,"8, rue de Littera",13100,AIX-EN-PROVENCE
,ASSOCIATION DES FONDATEURS ET PROTECTEURS DE L' INSTITUT CATHOLIQUE DE LYON (AFPICL),"Direction générale de l'enseignement prodigué au sein des établissements composant l'I.C. de Lyon, la gestion du patrimoine immobilier et mobilier servant aux dits établissements, et accessoirement à l'hospitalisation.",17/04/1942 (LOI),24/07/2000,"25, rue du Plat",69288,LYON CEDEX 02
,ASSOCIATION DES GEOLOGUES DU BASSIN DE PARIS,"Faire connaître et promouvoir les recherches géologiques, veiller à la protection des sites géologiques et de leur environnement et  publier des communications scientifiques originales se rapportant au bassin de Paris.",21/06/1988,,"4, place Jussieu",75005,PARIS
W281004055,ASSOCIATION DES GRANDES ORGUES DE CHARTRES,Toutes actions propres à sauvegarder et mettre en valeur les grandes orgues de Chartres.,13/10/1977,,place de la Cathédrale,28000,CHARTRES
,ASSOCIATION DES INGENIEURS  DE L'ECOLE CENTRALE DE LILLE-IDN,"Rassembler les personnes physiques et morales soucieuses de promouvoir, maintenir ou défendre les intérêts moraux, culturels et socio-économiques des ingénieurs.",07/07/1913,28/04/1993,"566, avenue de la République",59010,LILLE CEDEX
,ASSOCIATION DES INGENIEURS DE L' ECOLE SPECIALE DE MECANIQUE ET D'ELECTRICITE (AIESME),Etre pour tous ses membres un centre commun de relations amicales et  maintenir entre eux un contact étroit par des réunions.,09/04/1962,03/07/1970,"45, rue Croulebarbe",75013,PARIS
,ASSOCIATION DES INGENIEURS DE L'HORTICULTURE ET DU PAYSAGE (A.I.H.P.),"S'intéresser à toutes les questions concernant l'horticulture, la protection des plantes et le paysage.",17/11/1927,05/03/2002,"2, rue Le Nôtre",49000,ANGERS
,ASSOCIATION DES INGENIEURS DIPLOMES DE LA FONDATION EPF (AEPF),"Grouper les anciennes élèves de l'école polytechnique féminine afin de défendre leurs intérêts et maintenir entre elles des liens de camaraderie, de solidarité, d'entraide mutuelle.",15/06/1978,21/01/1998,"3, bis rue Lakanal",92330,SCEAUX
W751004602,"ASSOCIATION DES INGENIEURS
VIOLET-EEMI-EIGSI","- promouvoir et de défendre les titres d’Ingénieur EEMI, d’Ingénieur EIGSI ainsi que la qualité de l’enseignement dispensé à l’École d’Ingénieurs en Génie des Systèmes Industriels (EIGSI) et sa notoriété,
- constituer une force de proposition concernant le programme pédagogique de l’École d’Ingénieurs en Génie des Systèmes Industriels (EIGSI),
- entretenir des relations conviviales avec les étudiants de l’EIGSI et leurs représentants (le BDE),
- établir entre ses membres un lien de confraternité,
- conjuguer les connaissances acquises à l’École pour les utiliser avec profit dans tous les secteurs d’activité : industrie, construction BTP, tertiaire (informatique, ingénierie, recherche et développement…),
- accompagner ses membres en recherche d’emploi ou en reconversion,
- aider ses membres, aussi souvent que possible, à transmettre et échanger leurs pratiques et leurs compétences dans leurs spécialités,
- éditer des articles écrits par ses membres sur : l'industrie, la technologie, les sciences, les arts industriels et le management technologique ou industriel,…
- organiser des conférences sur des sujets liés aux métiers de l’ingénieur,
- entretenir des relations professionnelles, culturelles et amicales avec les ingénieurs français et étrangers notamment ceux de la fédération des INGENIEURS ET SCIENTIFIQUES DE FRANCE (IESF).",09/03/1928,30/12/2015,"26, rue François de Vaux de Foletier",17000,LA ROCHELLE
,ASSOCIATION DES INVENTEURS ET FABRICANTS FRANCAIS (AIFF),"Assurer la protection et la défense des droits de propriété des sociétaires, la garantie de leurs inventions, dessins ou modèles de fabrique.",21/04/1912,22/10/1990,"12, rue Beccaria",75012,PARIS
,ASSOCIATION DES JARDINIERS DE FRANCE,"Développer l'instruction technique des jardiniers au moyen de formation, leçons théoriques et pratiques données par des professeurs compétents.",24/06/1992,06/11/2007,"40, rue d'Aulnoy",59300,VALENCIENNES
